loan_id,date_key,grade_key,purpose_key,ownership_key,status_key,term_months,term_label,loan_amnt,int_rate,installment,emp_length,emp_length_num,annual_inc,annual_inc_capped,annual_inc_flagged,dti,dti_band,out_prncp,total_pymnt,total_rec_prncp,total_rec_int,recoveries,collection_recovery_fee,delinq_2yrs,revol_util,total_acc,loan_to_income_pct,repayment_progress_pct,income_band,loan_size_band
101256,20260401,15,3,3,2,36,36 months,13500,29.96,572.8,1 year,1,46500,46500,0,22.1,High (20–30),9813.05,4182.63,3555.24,627.39,0.0,0.0,0,37.4,21,29.03,26.34,30–50K,Large (10–20K)
101257,20240701,10,2,2,2,60,60 months,16300,25.28,481.11,7 years,7,75900,75900,0,23.42,High (20–30),5335.19,11134.53,9464.35,1670.18,0.0,0.0,0,87.2,15,21.48,58.06,75–100K,Large (10–20K)
101258,20250801,13,2,3,2,60,60 months,22100,19.56,580.12,1 year,1,32600,32600,0,24.26,High (20–30),9701.07,13266.3,11276.35,1989.95,0.0,0.0,0,84.6,20,67.79,51.02,30–50K,Very Large (20K+)
101259,20260201,27,6,1,2,36,36 months,34000,19.07,1247.51,2 years,2,41100,41100,0,35.08,Very High (30+),19980.07,16690.29,14186.75,2503.54,0.0,0.0,0,37.4,22,82.73,41.73,30–50K,Very Large (20K+)
101260,20250901,18,2,1,2,60,60 months,10500,23.8,300.85,10+ years,10,76100,76100,0,25.96,High (20–30),5296.6,6443.64,5477.09,966.55,0.0,0.0,0,15.5,18,13.8,52.16,75–100K,Large (10–20K)
101261,20260501,24,3,2,2,60,60 months,5300,28.54,166.75,3 years,3,49900,49900,0,30.26,Very High (30+),3641.51,2233.07,1898.11,334.96,0.0,0.0,1,7.3,11,10.62,35.81,30–50K,Medium (5–10K)
101262,20260201,29,6,3,2,60,60 months,16300,15.81,394.74,7 years,7,55400,55400,0,25.4,High (20–30),9881.43,7168.92,6093.58,1075.34,0.0,0.0,3,67.3,21,29.42,37.38,50–75K,Large (10–20K)
101263,20251101,8,3,2,2,36,36 months,34900,24.34,1375.46,< 1 year,0,44900,44900,0,31.48,Very High (30+),21722.55,14465.65,12295.8,2169.85,0.0,0.0,0,42.8,36,77.73,35.23,30–50K,Very Large (20K+)
101264,20250301,3,2,3,2,60,60 months,4300,19.82,113.49,10+ years,10,76900,76900,0,12.4,Medium (10–20),3492.17,829.94,705.45,124.49,0.0,0.0,0,87.7,16,5.59,16.41,75–100K,Small (<5K)
101265,20250901,12,2,1,2,60,60 months,33500,18.01,850.86,7 years,7,68400,68400,0,29.82,High (20–30),13092.19,20636.58,17541.09,3095.49,0.0,0.0,0,76.5,21,48.98,52.36,50–75K,Very Large (20K+)
101266,20240801,30,4,1,2,36,36 months,24500,26.45,993.0,5 years,5,64500,64500,0,4.02,Low (0–10),8057.97,18131.54,15411.81,2719.73,0.0,0.0,1,93.2,16,37.98,62.91,50–75K,Very Large (20K+)
101267,20250801,7,3,3,2,60,60 months,15300,17.45,383.96,< 1 year,0,38700,38700,0,33.86,Very High (30+),9915.04,7360.5,6256.43,1104.07,0.0,0.0,0,66.3,7,39.53,40.89,30–50K,Large (10–20K)
101268,20241201,13,3,1,2,36,36 months,32300,30.25,1375.61,5 years,5,61500,61500,0,26.82,High (20–30),13031.54,23133.87,19663.79,3470.08,0.0,0.0,0,89.2,4,52.52,60.88,50–75K,Very Large (20K+)
101269,20250901,29,4,1,2,36,36 months,6000,20.57,224.73,3 years,3,59200,59200,0,11.25,Medium (10–20),4505.34,1845.13,1568.36,276.77,0.0,0.0,0,88.8,25,10.14,26.14,50–75K,Medium (5–10K)
101270,20250901,29,3,3,2,36,36 months,33100,15.71,1158.96,< 1 year,0,64200,64200,0,29.28,High (20–30),28777.23,8448.39,7181.13,1267.26,0.0,0.0,0,84.1,24,51.56,21.7,50–75K,Very Large (20K+)
101271,20250301,2,3,1,2,36,36 months,27300,7.39,847.82,7 years,7,18300,18300,0,12.75,Medium (10–20),14833.42,13319.44,11321.52,1997.92,0.0,0.0,0,78.0,16,149.18,41.47,Under 30K,Very Large (20K+)
101272,20240801,2,3,1,2,36,36 months,10200,27.39,418.55,10+ years,10,54400,54400,0,7.0,Low (0–10),6525.42,4704.82,3999.1,705.72,0.0,0.0,0,78.4,16,18.75,39.21,50–75K,Large (10–20K)
101273,20251101,12,3,3,2,60,60 months,22800,12.32,510.87,10+ years,10,55300,55300,0,15.22,Medium (10–20),13926.41,10733.03,9123.08,1609.95,0.0,0.0,0,52.1,38,41.23,40.01,50–75K,Very Large (20K+)
101274,20260601,6,1,1,2,60,60 months,7500,14.81,177.68,10+ years,10,33500,33500,0,25.88,High (20–30),2662.92,5512.46,4685.59,826.87,0.0,0.0,0,44.2,25,22.39,62.47,30–50K,Medium (5–10K)
101275,20251101,13,2,1,2,36,36 months,3100,21.14,117.02,5 years,5,43400,43400,0,11.19,Medium (10–20),1150.35,2137.94,1817.25,320.69,0.0,0.0,1,80.8,6,7.14,58.62,30–50K,Small (<5K)
101276,20250901,7,3,1,2,36,36 months,8900,20.8,334.39,10+ years,10,106600,106600,0,21.58,High (20–30),8092.75,824.3,700.65,123.65,0.0,0.0,0,39.3,30,8.35,7.87,Over 100K,Medium (5–10K)
101277,20240801,2,4,2,2,60,60 months,9000,22.06,248.88,7 years,7,21900,21900,0,27.59,High (20–30),6706.22,2308.63,1962.34,346.29,0.0,0.0,1,6.8,3,41.1,21.8,Under 30K,Medium (5–10K)
101278,20240901,17,2,3,2,60,60 months,7400,18.33,189.24,1 year,1,80200,80200,0,14.68,Medium (10–20),6192.22,1808.2,1536.97,271.23,0.0,0.0,0,63.4,28,9.23,20.77,75–100K,Medium (5–10K)
101279,20260301,14,2,1,2,36,36 months,34500,30.85,1480.69,< 1 year,0,50800,50800,0,15.19,Medium (10–20),11641.5,23733.45,20173.43,3560.02,0.0,0.0,1,17.0,37,67.91,58.47,50–75K,Very Large (20K+)
101280,20260201,10,1,3,2,36,36 months,10700,21.05,403.4,10+ years,10,94400,94400,0,30.17,Very High (30+),9402.85,1302.23,1106.9,195.33,0.0,0.0,0,53.4,15,11.33,10.34,75–100K,Large (10–20K)
101281,20241101,14,3,3,2,60,60 months,23400,26.37,705.74,7 years,7,40900,40900,0,5.58,Low (0–10),20206.98,5810.81,4939.19,871.62,0.0,0.0,0,71.7,37,57.21,21.11,30–50K,Very Large (20K+)
101282,20240701,7,1,3,2,60,60 months,2500,26.54,75.65,< 1 year,0,155300,149500,1,12.89,Medium (10–20),2181.78,519.34,441.44,77.9,0.0,0.0,1,23.8,12,1.61,17.66,Over 100K,Small (<5K)
101283,20250101,10,6,3,2,60,60 months,12700,20.35,338.95,7 years,7,65600,65600,0,3.37,Low (0–10),11574.08,2671.12,2270.45,400.67,0.0,0.0,0,52.9,3,19.36,17.88,50–75K,Large (10–20K)
101284,20240701,29,6,3,2,36,36 months,22200,28.54,924.76,3 years,3,80000,80000,0,17.51,Medium (10–20),15981.5,8474.79,7203.57,1271.22,0.0,0.0,0,47.7,19,27.75,32.45,75–100K,Very Large (20K+)
101285,20260201,6,2,3,2,36,36 months,18900,12.41,631.46,2 years,2,57200,57200,0,12.18,Medium (10–20),9405.2,12159.21,10335.33,1823.88,0.0,0.0,0,33.3,18,33.04,54.68,50–75K,Large (10–20K)
101286,20250201,11,3,3,2,60,60 months,31100,30.17,1009.44,10+ years,10,37400,37400,0,2.54,Low (0–10),10237.51,24091.68,20477.93,3613.75,0.0,0.0,1,54.4,9,83.16,65.85,30–50K,Very Large (20K+)
101287,20250701,1,5,1,2,36,36 months,6400,24.93,254.23,10+ years,10,49500,49500,0,35.68,Very High (30+),4872.51,2480.52,2108.44,372.08,0.0,0.0,1,49.7,18,12.93,32.94,30–50K,Medium (5–10K)
101288,20260501,11,4,3,2,36,36 months,25800,30.07,1096.24,3 years,3,42800,42800,0,18.69,Medium (10–20),15516.5,11451.02,9733.37,1717.65,0.0,0.0,0,90.0,27,60.28,37.73,30–50K,Very Large (20K+)
101289,20240801,12,3,3,2,36,36 months,18700,9.42,598.32,10+ years,10,54300,54300,0,5.78,Low (0–10),15520.41,5290.71,4497.1,793.61,0.0,0.0,1,71.2,4,34.44,24.05,50–75K,Large (10–20K)
101290,20240901,35,4,2,2,36,36 months,18200,36.46,838.4,< 1 year,0,69000,69000,0,36.94,Very High (30+),15571.39,3037.71,2582.05,455.66,0.0,0.0,3,69.4,14,26.38,14.19,50–75K,Large (10–20K)
101291,20250901,3,2,3,2,60,60 months,24800,27.39,763.07,2 years,2,149600,149500,1,26.2,High (20–30),14176.91,10869.58,9239.14,1630.44,0.0,0.0,0,33.4,11,16.58,37.25,Over 100K,Very Large (20K+)
101292,20240801,29,2,3,2,60,60 months,20100,18.76,518.75,5 years,5,116300,116300,0,20.81,High (20–30),10541.79,11343.01,9641.56,1701.45,0.0,0.0,1,68.9,26,17.28,47.97,Over 100K,Very Large (20K+)
101293,20250101,22,3,3,2,36,36 months,31800,24.13,1249.78,5 years,5,95100,95100,0,36.1,Very High (30+),26604.17,5538.95,4708.11,830.84,0.0,0.0,0,32.0,19,33.44,14.81,75–100K,Very Large (20K+)
101294,20260201,9,3,1,2,36,36 months,6100,23.26,236.96,3 years,3,90600,90600,0,6.63,Low (0–10),4912.06,1501.48,1276.26,225.22,0.0,0.0,0,15.2,9,6.73,20.92,75–100K,Medium (5–10K)
101295,20251201,16,3,3,2,36,36 months,21100,31.97,918.65,10+ years,10,50200,50200,0,14.93,Medium (10–20),6650.62,16151.88,13729.1,2422.78,0.0,0.0,0,55.2,17,42.03,65.07,50–75K,Very Large (20K+)
101296,20240901,15,7,3,2,60,60 months,20200,18.55,519.01,< 1 year,0,51700,51700,0,37.11,Very High (30+),10679.37,10477.6,8905.96,1571.64,0.0,0.0,1,27.8,23,39.07,44.09,50–75K,Very Large (20K+)
101297,20250901,4,3,3,2,36,36 months,27600,11.4,908.83,2 years,2,55100,55100,0,25.58,High (20–30),13759.55,17669.14,15018.77,2650.37,0.0,0.0,0,11.5,10,50.09,54.42,50–75K,Very Large (20K+)
101298,20250701,4,3,1,2,36,36 months,17400,7.53,541.49,10+ years,10,38600,38600,0,3.13,Low (0–10),10628.69,8436.16,7170.74,1265.42,0.0,0.0,0,10.3,10,45.08,41.21,30–50K,Large (10–20K)
101299,20250401,13,2,3,2,36,36 months,4200,18.93,153.81,5 years,5,66100,66100,0,22.19,High (20–30),1843.01,2365.39,2010.58,354.81,0.0,0.0,1,21.3,22,6.35,47.87,50–75K,Small (<5K)
101300,20260501,24,5,1,2,36,36 months,6500,21.05,245.05,5 years,5,61900,61900,0,30.71,Very High (30+),2846.45,4373.51,3717.48,656.03,0.0,0.0,1,44.6,5,10.5,57.19,50–75K,Medium (5–10K)
101301,20250101,10,3,1,2,60,60 months,29800,21.04,806.86,3 years,3,31700,31700,0,7.92,Low (0–10),20074.46,12423.21,10559.73,1863.48,0.0,0.0,0,40.4,33,94.01,35.44,30–50K,Very Large (20K+)
101302,20240701,31,4,3,3,36,36 months,25200,15.96,885.46,< 1 year,0,58100,58100,0,31.21,Very High (30+),17472.62,8545.6,7263.76,1281.84,2339.23,421.06,1,17.9,38,43.37,28.82,50–75K,Very Large (20K+)
101303,20250301,7,3,3,2,36,36 months,30500,28.28,1266.21,7 years,7,49300,49300,0,22.69,High (20–30),26349.86,6461.93,5492.64,969.29,0.0,0.0,1,68.8,28,61.87,18.01,30–50K,Very Large (20K+)
101304,20251001,3,1,3,2,36,36 months,10400,9.54,333.34,5 years,5,53000,53000,0,12.84,Medium (10–20),7211.27,4626.74,3932.73,694.01,0.0,0.0,0,17.5,9,19.62,37.81,50–75K,Large (10–20K)
101305,20240801,3,2,3,2,36,36 months,2700,8.62,85.38,2 years,2,60000,60000,0,16.74,Medium (10–20),2142.97,911.08,774.42,136.66,0.0,0.0,0,52.2,26,4.5,28.68,50–75K,Small (<5K)
101306,20251001,19,4,3,2,60,60 months,32800,12.94,745.29,< 1 year,0,91200,91200,0,32.64,Very High (30+),13377.1,22666.29,19266.35,3399.94,0.0,0.0,0,28.9,26,35.96,58.74,75–100K,Very Large (20K+)
101307,20241001,19,3,3,2,60,60 months,25900,20.75,697.04,1 year,1,43000,43000,0,21.22,High (20–30),20856.85,6843.3,5816.81,1026.49,0.0,0.0,2,25.2,30,60.23,22.46,30–50K,Very Large (20K+)
101308,20250601,4,1,3,2,60,60 months,28000,18.68,721.41,< 1 year,0,70300,70300,0,7.63,Low (0–10),11041.98,20877.31,17745.71,3131.6,0.0,0.0,0,61.6,37,39.83,63.38,50–75K,Very Large (20K+)
101309,20241201,8,7,1,2,36,36 months,4900,20.3,182.85,7 years,7,165300,149500,1,6.27,Low (0–10),3546.41,1372.76,1166.85,205.91,0.0,0.0,0,58.5,13,2.96,23.81,Over 100K,Small (<5K)
101310,20250401,7,7,3,2,60,60 months,2300,20.84,62.02,2 years,2,49500,49500,0,34.83,Very High (30+),2120.37,286.71,243.7,43.01,0.0,0.0,0,22.1,18,4.65,10.6,30–50K,Small (<5K)
101311,20241101,13,3,3,1,60,60 months,15700,15.18,374.99,< 1 year,0,82600,82600,0,13.64,Medium (10–20),7106.64,10537.03,8956.48,1580.55,109.46,19.7,0,9.0,16,19.01,57.05,75–100K,Large (10–20K)
101312,20260401,22,7,3,2,60,60 months,18100,25.48,536.36,3 years,3,43500,43500,0,8.02,Low (0–10),9649.36,11071.23,9410.55,1660.68,0.0,0.0,1,92.2,33,41.61,51.99,30–50K,Large (10–20K)
101313,20250501,5,4,1,2,60,60 months,33600,11.07,731.72,< 1 year,0,81100,81100,0,10.38,Medium (10–20),16255.58,18891.61,16057.87,2833.74,0.0,0.0,0,76.3,16,41.43,47.79,75–100K,Very Large (20K+)
101314,20240801,14,3,1,2,60,60 months,12000,24.14,346.19,3 years,3,88200,88200,0,13.64,Medium (10–20),9346.43,3385.38,2877.57,507.81,0.0,0.0,0,83.7,5,13.61,23.98,75–100K,Large (10–20K)
101315,20250901,2,4,2,2,36,36 months,13400,13.11,452.21,1 year,1,64000,64000,0,33.95,Very High (30+),8625.33,6463.32,5493.82,969.5,0.0,0.0,0,12.0,12,20.94,41.0,50–75K,Large (10–20K)
101316,20250601,26,2,3,6,60,60 months,23400,27.72,724.63,10+ years,10,53400,53400,0,22.35,High (20–30),10322.91,15686.77,13333.75,2353.02,0.0,0.0,0,79.8,5,43.82,56.98,50–75K,Very Large (20K+)
101317,20251101,15,2,2,2,36,36 months,7000,23.03,271.08,5 years,5,64100,64100,0,13.05,Medium (10–20),6414.55,1308.61,1112.32,196.29,0.0,0.0,1,91.5,34,10.92,15.89,50–75K,Medium (5–10K)
101318,20251001,5,3,3,2,60,60 months,31700,18.59,815.18,< 1 year,0,76700,76700,0,28.16,High (20–30),12549.95,20210.16,17178.64,3031.52,0.0,0.0,0,11.5,28,41.33,54.19,75–100K,Very Large (20K+)
101319,20240901,4,6,1,2,60,60 months,11900,24.96,349.0,2 years,2,79900,79900,0,6.13,Low (0–10),8182.95,5355.13,4551.86,803.27,0.0,0.0,0,69.1,6,14.89,38.25,75–100K,Large (10–20K)
101320,20250101,9,3,2,2,36,36 months,29200,9.02,928.82,5 years,5,64200,64200,0,19.87,Medium (10–20),15909.86,17147.27,14575.18,2572.09,0.0,0.0,0,14.4,17,45.48,49.92,50–75K,Very Large (20K+)
101321,20260201,20,7,1,2,36,36 months,13900,24.48,548.85,10+ years,10,127800,127800,0,25.85,High (20–30),9365.9,5077.85,4316.17,761.68,0.0,0.0,1,38.0,14,10.88,31.05,Over 100K,Large (10–20K)
101322,20250301,19,3,1,2,36,36 months,2800,30.47,119.59,3 years,3,61600,61600,0,33.02,Very High (30+),1092.84,1942.09,1650.78,291.31,0.0,0.0,3,56.5,29,4.55,58.96,50–75K,Small (<5K)
101323,20241001,4,7,1,2,36,36 months,24700,21.97,942.92,2 years,2,59400,59400,0,36.27,Very High (30+),10292.58,17760.06,15096.05,2664.01,0.0,0.0,0,16.7,19,41.58,61.12,50–75K,Very Large (20K+)
101324,20251001,2,5,3,2,60,60 months,17400,21.21,472.79,3 years,3,37600,37600,0,4.14,Low (0–10),10674.29,7244.21,6157.58,1086.63,0.0,0.0,0,16.1,23,46.28,35.39,30–50K,Large (10–20K)
101325,20260101,1,3,1,2,60,60 months,6900,8.43,141.33,10+ years,10,106200,106200,0,22.77,High (20–30),5657.41,1650.87,1403.24,247.63,0.0,0.0,0,20.8,26,6.5,20.34,Over 100K,Medium (5–10K)
101326,20260301,5,2,2,2,36,36 months,13800,6.86,425.22,10+ years,10,101900,101900,0,28.14,High (20–30),12107.24,2385.73,2027.87,357.86,0.0,0.0,0,75.2,27,13.54,14.69,Over 100K,Large (10–20K)
101327,20250401,10,3,3,2,60,60 months,27400,17.19,683.76,2 years,2,56400,56400,0,12.11,Medium (10–20),13568.54,17720.84,15062.71,2658.13,0.0,0.0,0,65.6,29,48.58,54.97,50–75K,Very Large (20K+)
101328,20260301,1,1,3,2,36,36 months,17700,12.6,592.98,5 years,5,47400,47400,0,18.09,Medium (10–20),14272.53,5470.77,4650.15,820.62,0.0,0.0,1,93.4,36,37.34,26.27,30–50K,Large (10–20K)
101329,20250701,14,2,3,2,36,36 months,17000,22.87,656.91,3 years,3,67700,67700,0,25.35,High (20–30),11832.08,6580.66,5593.56,987.1,0.0,0.0,0,85.6,18,25.11,32.9,50–75K,Large (10–20K)
101330,20260501,21,3,1,2,36,36 months,15900,33.04,701.73,3 years,3,70300,70300,0,4.71,Low (0–10),8004.01,8844.38,7517.72,1326.66,0.0,0.0,2,82.5,15,22.62,47.28,50–75K,Large (10–20K)
101331,20251001,8,2,3,2,36,36 months,13700,27.57,563.5,7 years,7,77600,77600,0,4.21,Low (0–10),9752.5,4332.77,3682.85,649.92,0.0,0.0,0,83.1,17,17.65,26.88,75–100K,Large (10–20K)
101332,20250501,17,3,3,2,36,36 months,21500,26.65,873.71,3 years,3,53000,53000,0,4.41,Low (0–10),20007.9,3418.36,2905.61,512.75,0.0,0.0,0,49.7,39,40.57,13.51,50–75K,Very Large (20K+)
101333,20250701,10,2,1,2,36,36 months,30000,21.05,1131.02,3 years,3,48600,48600,0,23.47,High (20–30),16298.14,17680.37,15028.31,2652.06,0.0,0.0,0,23.5,21,61.73,50.09,30–50K,Very Large (20K+)
101334,20250301,34,2,1,2,60,60 months,26800,18.53,688.29,10+ years,10,39000,39000,0,14.96,Medium (10–20),12699.53,15038.58,12782.79,2255.79,0.0,0.0,0,29.0,25,68.72,47.7,30–50K,Very Large (20K+)
101335,20251001,4,3,2,2,36,36 months,17800,9.96,574.02,10+ years,10,77900,77900,0,14.32,Medium (10–20),16888.7,3110.51,2643.93,466.58,0.0,0.0,0,43.4,6,22.85,14.85,75–100K,Large (10–20K)
101336,20250701,7,3,2,2,36,36 months,13400,10.48,435.41,5 years,5,43100,43100,0,23.64,High (20–30),8074.68,7063.97,6004.37,1059.6,0.0,0.0,0,40.4,7,31.09,44.81,30–50K,Large (10–20K)
101337,20251101,15,1,3,2,36,36 months,8800,12.99,296.46,10+ years,10,53400,53400,0,28.04,High (20–30),6530.95,3068.43,2608.17,460.26,0.0,0.0,1,75.8,6,16.48,29.64,50–75K,Medium (5–10K)
101338,20250401,18,4,3,2,60,60 months,34600,24.13,997.98,7 years,7,74300,74300,0,18.91,Medium (10–20),30668.89,8376.94,7120.4,1256.54,0.0,0.0,0,7.0,4,46.57,20.58,50–75K,Very Large (20K+)
101339,20260601,13,7,3,2,36,36 months,11700,10.06,377.86,1 year,1,117300,117300,0,22.14,High (20–30),10544.05,1575.75,1339.39,236.36,0.0,0.0,0,53.9,12,9.97,11.45,Over 100K,Large (10–20K)
101340,20260601,21,1,1,2,36,36 months,13700,23.09,530.97,< 1 year,0,129800,129800,0,9.06,Low (0–10),8107.73,5617.17,4774.59,842.58,0.0,0.0,2,21.4,8,10.55,34.85,Over 100K,Large (10–20K)
101341,20240801,15,2,1,2,60,60 months,15900,29.8,512.47,3 years,3,54200,54200,0,28.26,High (20–30),9099.05,8397.0,7137.45,1259.55,0.0,0.0,0,28.9,3,29.34,44.89,50–75K,Large (10–20K)
101342,20260601,14,2,1,2,60,60 months,2600,29.39,83.15,1 year,1,45100,45100,0,23.54,High (20–30),955.2,1645.86,1398.98,246.88,0.0,0.0,0,18.3,14,5.76,53.81,30–50K,Small (<5K)
101343,20250301,18,3,1,2,36,36 months,22000,23.87,861.62,3 years,3,116700,116700,0,22.48,High (20–30),6638.2,17986.55,15288.57,2697.98,0.0,0.0,0,10.7,25,18.85,69.49,Over 100K,Very Large (20K+)
101344,20241201,13,3,3,2,36,36 months,19300,14.73,666.49,7 years,7,120100,120100,0,33.54,Very High (30+),6668.49,14554.02,12370.92,2183.1,0.0,0.0,0,79.5,18,16.07,64.1,Over 100K,Large (10–20K)
101345,20250701,15,5,3,6,60,60 months,28200,15.5,678.3,10+ years,10,43400,43400,0,29.89,High (20–30),9284.5,19038.98,16183.13,2855.85,0.0,0.0,0,32.3,19,64.98,57.39,30–50K,Very Large (20K+)
101346,20250501,29,3,2,2,60,60 months,6600,19.62,173.47,1 year,1,73500,73500,0,34.55,Very High (30+),3545.76,3458.76,2939.95,518.81,0.0,0.0,0,67.9,22,8.98,44.54,50–75K,Medium (5–10K)
101347,20250201,15,5,2,2,36,36 months,13300,10.79,434.1,3 years,3,34800,34800,0,26.56,High (20–30),8896.36,6243.98,5307.38,936.6,0.0,0.0,0,18.1,31,38.22,39.91,30–50K,Large (10–20K)
101348,20250901,28,3,1,2,36,36 months,30500,24.79,1209.29,5 years,5,60300,60300,0,23.39,High (20–30),28091.7,2413.95,2051.86,362.09,0.0,0.0,2,26.5,13,50.58,6.73,50–75K,Very Large (20K+)
101349,20260401,17,2,3,2,60,60 months,7900,18.03,200.74,5 years,5,48500,48500,0,30.68,Very High (30+),5960.31,2460.02,2091.02,369.0,0.0,0.0,2,44.8,18,16.29,26.47,30–50K,Medium (5–10K)
101350,20250801,30,3,2,2,36,36 months,17200,34.29,771.16,3 years,3,76900,76900,0,5.24,Low (0–10),9211.09,10345.37,8793.56,1551.81,0.0,0.0,2,25.4,26,22.37,51.13,75–100K,Large (10–20K)
101351,20250201,19,3,1,2,60,60 months,14900,28.46,468.07,3 years,3,78200,78200,0,29.78,High (20–30),9800.46,6486.0,5513.1,972.9,0.0,0.0,1,82.1,8,19.05,37.0,75–100K,Large (10–20K)
101352,20240901,16,4,1,2,60,60 months,24700,25.5,732.24,2 years,2,56900,56900,0,10.61,Medium (10–20),20032.73,8064.95,6855.21,1209.74,0.0,0.0,1,59.7,28,43.41,27.75,50–75K,Very Large (20K+)
101353,20251201,2,3,3,2,60,60 months,23200,19.76,611.56,2 years,2,44200,44200,0,17.19,Medium (10–20),14311.14,10861.16,9231.99,1629.17,0.0,0.0,0,51.2,3,52.49,39.79,30–50K,Very Large (20K+)
101354,20240901,15,3,1,2,36,36 months,16300,29.83,690.44,3 years,3,66800,66800,0,11.94,Medium (10–20),13142.17,4074.05,3462.94,611.11,0.0,0.0,1,47.9,22,24.4,21.25,50–75K,Large (10–20K)
101355,20260401,25,2,1,2,36,36 months,17600,23.0,681.29,10+ years,10,70100,70100,0,36.61,Very High (30+),5708.84,12879.78,10947.81,1931.97,0.0,0.0,2,91.4,26,25.11,62.2,50–75K,Large (10–20K)
101356,20260301,16,3,3,2,36,36 months,18000,25.92,724.46,3 years,3,31200,31200,0,21.66,High (20–30),13370.96,7290.7,6197.09,1093.61,0.0,0.0,2,19.5,3,57.69,34.43,30–50K,Large (10–20K)
101357,20240701,7,7,3,2,36,36 months,21000,23.21,815.2,3 years,3,47000,47000,0,17.45,Medium (10–20),12963.38,8754.48,7441.31,1313.17,0.0,0.0,0,28.6,9,44.68,35.43,30–50K,Very Large (20K+)
101358,20241001,12,3,3,2,60,60 months,17100,29.25,545.39,3 years,3,126400,126400,0,18.56,Medium (10–20),8185.35,10938.46,9297.69,1640.77,0.0,0.0,2,32.4,32,13.53,54.37,Over 100K,Large (10–20K)
101359,20250901,6,2,1,2,36,36 months,25700,14.68,886.88,< 1 year,0,32000,32000,0,16.92,Medium (10–20),18015.97,9716.72,8259.21,1457.51,0.0,0.0,0,26.9,29,80.31,32.14,30–50K,Very Large (20K+)
101360,20241101,10,5,2,2,36,36 months,32000,17.92,1155.59,1 year,1,47800,47800,0,33.61,Very High (30+),21222.94,12626.26,10732.32,1893.94,0.0,0.0,0,18.9,32,66.95,33.54,30–50K,Very Large (20K+)
101361,20250301,8,3,2,2,60,60 months,31600,21.87,870.42,3 years,3,32200,32200,0,8.17,Low (0–10),28340.66,7595.19,6455.91,1139.28,0.0,0.0,0,17.1,19,98.14,20.43,30–50K,Very Large (20K+)
101362,20260401,22,3,2,2,60,60 months,27500,32.99,940.88,3 years,3,79400,79400,0,4.93,Low (0–10),23263.94,4596.34,3906.89,689.45,0.0,0.0,0,38.8,5,34.63,14.21,75–100K,Very Large (20K+)
101363,20250801,8,7,1,2,60,60 months,8900,10.23,190.11,1 year,1,80200,80200,0,2.37,Low (0–10),6082.47,3757.29,3193.7,563.59,0.0,0.0,0,55.1,20,11.1,35.88,75–100K,Medium (5–10K)
101364,20260401,15,3,3,2,36,36 months,25600,18.03,925.89,1 year,1,30100,30100,0,12.32,Medium (10–20),18067.74,8197.15,6967.58,1229.57,0.0,0.0,0,38.3,12,85.05,27.22,30–50K,Very Large (20K+)
101365,20250901,30,3,1,5,36,36 months,17500,16.91,623.14,< 1 year,0,66900,66900,0,21.29,High (20–30),12542.36,5852.08,4974.27,877.81,0.0,0.0,0,82.9,28,26.16,28.42,50–75K,Large (10–20K)
101366,20240701,11,6,1,2,60,60 months,29900,28.29,936.2,3 years,3,36400,36400,0,17.59,Medium (10–20),14092.36,16840.01,14314.01,2526.0,0.0,0.0,0,15.4,18,82.14,47.87,30–50K,Very Large (20K+)
101367,20241201,11,2,1,2,36,36 months,11600,22.45,445.71,< 1 year,0,29900,29900,0,2.74,Low (0–10),10673.31,1754.38,1491.22,263.16,0.0,0.0,1,75.1,25,38.8,12.86,Under 30K,Large (10–20K)
101368,20250701,21,4,3,2,36,36 months,32600,28.28,1353.39,2 years,2,84100,84100,0,3.97,Low (0–10),20917.17,12256.94,10418.4,1838.54,0.0,0.0,0,37.5,16,38.76,31.96,75–100K,Very Large (20K+)
101369,20250101,20,5,3,2,36,36 months,6900,14.19,236.46,5 years,5,42300,42300,0,9.34,Low (0–10),5510.76,1962.29,1667.95,294.34,0.0,0.0,0,87.0,15,16.31,24.17,30–50K,Medium (5–10K)
101370,20260501,13,3,3,2,36,36 months,22300,29.66,942.52,3 years,3,62800,62800,0,26.96,High (20–30),8242.6,16608.52,14117.24,2491.28,0.0,0.0,1,19.5,32,35.51,63.31,50–75K,Very Large (20K+)
101371,20240701,16,3,2,2,60,60 months,23500,29.83,757.85,5 years,5,49500,49500,0,25.85,High (20–30),12605.03,13686.4,11633.44,2052.96,0.0,0.0,0,27.8,6,47.47,49.5,30–50K,Very Large (20K+)
101372,20250901,20,5,1,2,36,36 months,20500,20.44,766.46,3 years,3,83200,83200,0,22.44,High (20–30),7677.89,15412.66,13100.76,2311.9,0.0,0.0,0,16.5,28,24.64,63.91,75–100K,Very Large (20K+)
101373,20260401,18,1,3,2,36,36 months,26800,24.72,1061.6,7 years,7,50300,50300,0,8.42,Low (0–10),9637.76,19674.59,16723.4,2951.19,0.0,0.0,0,77.3,3,53.28,62.4,50–75K,Very Large (20K+)
101374,20240901,31,3,1,2,36,36 months,23300,28.82,974.12,5 years,5,60800,60800,0,37.46,Very High (30+),10093.02,14851.26,12623.57,2227.69,0.0,0.0,1,62.3,3,38.32,54.18,50–75K,Very Large (20K+)
